Ticket ID,Status,Priority,Source,Topic,Product Group,Support Level,Agent Group,Agent Name,Country,Latitude,Longitude,Created Time,Expected First Response By,First Response Time,First Response SLA Status,Expected Resolution By,Resolution Time,Resolution SLA Status,Close Time,First Response Time (Minutes),First Response SLA Buffer (Minutes),Resolution Time (Hours),Resolution SLA Buffer (Hours),Response to Resolution (Hours),Resolution to Close (Hours),Total Lifecycle (Hours),Created Day of Week,Created Hour,Is Weekend,Agent Interactions,Survey Result,Response Check,Resolution check,Close time check
2252,Resolved,Low,Email,Product setup,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Republic of Ireland,53.094024,-8.019675,6/3/2023 9:56:16,6/3/2023 10:56:16,6/3/2023 10:54:23,Within SLA,6/5/2023 9:56:16,6/5/2023 5:58:07,Within SLA,,58.11,1.89,44.03,3.97,43.06,,,Saturday,9,Yes,10,,Good,Good,N/A
2253,Closed,Medium,Chat,Pricing and Licensing,Custom software development,Tier 1,1st line support,Bernard Beckley,Italy,43.036776,12.678565,6/3/2023 10:52:50,6/3/2023 10:54:50,6/3/2023 10:52:59,Within SLA,6/4/2023 10:52:50,6/3/2023 12:12:06,Within SLA,6/7/2023 23:17:28,0.15,1.85,1.32,22.68,1.32,107.09,108.41,Saturday,10,Yes,8,4,Good,Good,Good
2254,Resolved,Low,Chat,Bug report,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,6/3/2023 0:48:39,6/3/2023 0:50:39,6/3/2023 0:53:21,SLA Violated,6/4/2023 0:48:39,6/3/2023 13:44:11,Within SLA,,4.7,-2.7,12.93,11.07,12.85,,,Saturday,0,Yes,4,,Good,Good,N/A
2255,Resolved,Low,Chat,Feature request,Ready to use Software,Tier 1,1st line support,Bernard Beckley,France,48.864716,2.349014,6/3/2023 5:01:48,6/3/2023 5:03:48,6/3/2023 5:01:51,Within SLA,6/4/2023 5:01:48,6/4/2023 1:34:16,Within SLA,,0.05,1.95,20.54,3.46,20.54,,,Saturday,5,Yes,5,,Good,Good,N/A
2267,Closed,Low,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,6/4/2023 5:31:08,6/4/2023 6:31:08,6/4/2023 5:48:28,Within SLA,6/6/2023 5:31:08,6/4/2023 12:44:12,Within SLA,6/7/2023 16:20:44,17.34,42.66,7.22,40.78,6.93,75.61,82.83,Sunday,5,Yes,9,5,Good,Good,Good
2268,Closed,Medium,Email,Other,Other,Tier 1,1st line support,Sheela Cutten,Republic of Ireland,53.094024,-8.019675,6/4/2023 18:21:52,6/4/2023 19:21:52,6/4/2023 18:49:41,Within SLA,6/6/2023 18:21:52,6/6/2023 13:09:18,Within SLA,6/8/2023 4:11:09,27.81,32.19,42.79,5.21,42.33,39.03,81.82,Sunday,18,Yes,2,2,Good,Good,Good
2269,Closed,Medium,Email,Product setup,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,Poland,52.536273,19.050639,6/4/2023 12:39:07,6/4/2023 13:39:07,6/4/2023 13:20:02,Within SLA,6/6/2023 12:39:07,6/5/2023 14:27:57,Within SLA,6/6/2023 16:24:21,40.92,19.08,25.81,22.19,25.13,25.94,51.75,Sunday,12,Yes,2,4,Good,Good,Good
2270,Closed,Low,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Nicola Wane,Poland,52.536273,19.050639,6/5/2023 16:13:03,6/5/2023 17:13:03,6/5/2023 16:51:14,Within SLA,6/7/2023 16:13:03,6/6/2023 0:13:30,Within SLA,6/8/2023 3:47:16,38.18,21.82,8.01,39.99,7.37,51.56,59.57,Monday,16,No,10,1,Good,Good,Good
2271,Resolved,Low,Chat,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Kristos Westoll,Greece,39.368279,21.863141,6/5/2023 7:21:15,6/5/2023 7:23:15,6/5/2023 7:26:19,SLA Violated,6/6/2023 7:21:15,6/10/2023 5:24:56,SLA Violated,,5.06,-3.06,118.06,-94.06,117.98,,,Monday,7,No,4,,Good,Good,N/A
2272,Closed,Low,Email,Product setup,Other,Tier 1,1st line support,Connor Danielovitch,Republic of Ireland,53.094024,-8.019675,6/5/2023 10:43:50,6/5/2023 11:43:50,6/5/2023 11:24:19,Within SLA,6/7/2023 10:43:50,6/7/2023 12:00:41,SLA Violated,6/8/2023 8:57:18,40.49,19.51,49.28,-1.28,48.61,20.94,70.22,Monday,10,No,3,5,Good,Good,Good
2273,Closed,Medium,Chat,Pricing and licensing,Training and Consulting Services,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,6/5/2023 3:19:23,6/5/2023 3:21:23,6/5/2023 3:20:14,Within SLA,6/6/2023 3:19:23,6/5/2023 10:25:10,Within SLA,6/8/2023 5:15:25,0.86,1.14,7.1,16.9,7.08,66.84,73.93,Monday,3,No,5,3,Good,Good,Good
2274,Closed,Low,Email,Purchasing and invoicing,Other,Tier 2,2nd line support,Adolpho Messingham,Slovenia,46.1491664,14.9860106,6/5/2023 4:41:14,6/5/2023 5:41:14,6/5/2023 4:53:30,Within SLA,6/7/2023 4:41:14,6/6/2023 22:59:56,Within SLA,6/9/2023 15:39:17,12.27,47.73,42.31,5.69,42.11,64.66,106.97,Monday,4,No,1,1,Good,Good,Good
2275,Resolved,Low,Chat,Bug report,Custom software development,Tier 1,1st line support,Kristos Westoll,Slovenia,46.1491664,14.9860106,6/5/2023 5:03:31,6/5/2023 5:05:31,6/5/2023 5:04:46,Within SLA,6/6/2023 5:03:31,6/5/2023 23:44:41,Within SLA,,1.26,0.74,18.69,5.31,18.67,,,Monday,5,No,6,,Good,Good,N/A
2276,In progress,Medium,Chat,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Republic of Ireland,53.094024,-8.019675,6/5/2023 9:11:50,6/5/2023 9:13:50,6/5/2023 9:13:14,Within SLA,6/6/2023 9:11:50,,SLA Violated,,1.4,0.6,,,,,,Monday,9,No,6,,Good,N/A,N/A
2277,Closed,Medium,Chat,Product setup,Ready to use Software,Tier 1,1st line support,Nicola Wane,Austria,47.6964719,13.3457347,6/5/2023 1:52:10,6/5/2023 1:54:10,6/5/2023 1:54:07,Within SLA,6/6/2023 1:52:10,6/8/2023 16:01:23,SLA Violated,6/9/2023 6:44:47,1.96,0.04,86.15,-62.15,86.12,14.72,100.88,Monday,1,No,6,3,Good,Good,Good
2278,Closed,Medium,Email,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Spain,39.67337,-4.767726,6/6/2023 14:36:33,6/6/2023 15:36:33,6/6/2023 15:05:14,Within SLA,6/8/2023 14:36:33,6/6/2023 15:35:24,Within SLA,6/9/2023 8:15:06,28.68,31.32,0.98,47.02,0.5,64.66,65.64,Tuesday,14,No,2,5,Good,Good,Good
2279,Closed,Low,Email,Other,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,Republic of Ireland,53.094024,-8.019675,6/6/2023 1:49:25,6/6/2023 2:49:25,6/6/2023 2:31:18,Within SLA,6/8/2023 1:49:25,6/6/2023 13:23:41,Within SLA,6/10/2023 19:47:39,41.88,18.12,11.57,36.43,10.87,102.4,113.97,Tuesday,1,No,7,4,Good,Good,Good
2280,Closed,Low,Email,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Kristos Westoll,Spain,39.67337,-4.767726,6/6/2023 0:04:57,6/6/2023 1:04:57,6/6/2023 0:59:37,Within SLA,6/8/2023 0:04:57,6/6/2023 9:35:55,Within SLA,6/9/2023 6:23:04,54.67,5.33,9.52,38.48,8.6,68.79,78.3,Tuesday,0,No,6,5,Good,Good,Good
2281,Closed,Medium,Email,Purchasing and invoicing,Other,Tier 1,1st line support,Nicola Wane,Italy,43.036776,12.678565,6/6/2023 11:24:39,6/6/2023 12:24:39,6/6/2023 12:08:10,Within SLA,6/8/2023 11:24:39,6/11/2023 4:04:31,SLA Violated,6/11/2023 7:47:11,43.52,16.48,112.66,-64.66,111.94,3.71,116.38,Tuesday,11,No,3,5,Good,Good,Good
2282,Resolved,Low,Phone,Pricing and licensing,Custom software development,Tier 1,1st line support,Bernard Beckley,Greece,39.368279,21.863141,6/6/2023 21:13:59,6/6/2023 21:15:59,6/6/2023 21:18:16,SLA Violated,6/8/2023 21:13:59,6/7/2023 15:28:43,Within SLA,,4.28,-2.28,18.25,29.75,18.17,,,Tuesday,21,No,3,,Good,Good,N/A
2283,In progress,Low,Chat,Feature request,Custom software development,Tier 1,1st line support,Nicola Wane,Slovenia,46.1491664,14.9860106,6/6/2023 17:27:40,6/6/2023 17:29:40,6/6/2023 17:32:08,SLA Violated,6/7/2023 17:27:40,,SLA Violated,,4.47,-2.47,,,,,,Tuesday,17,No,6,,Good,N/A,N/A
2284,Resolved,Medium,Phone,Pricing and licensing,Other,Tier 1,1st line support,Sheela Cutten,Italy,43.036776,12.678565,6/6/2023 21:50:46,6/6/2023 21:52:46,6/6/2023 21:52:39,Within SLA,6/8/2023 21:50:46,6/7/2023 19:08:34,Within SLA,,1.89,0.11,21.3,26.7,21.27,,,Tuesday,21,No,4,,Good,Good,N/A
2285,Closed,Medium,Phone,Product setup,Ready to use Software,Tier 1,1st line support,Kristos Westoll,United Kingdom,55.378052,-3.435973,6/6/2023 6:29:54,6/6/2023 6:31:54,6/6/2023 6:30:08,Within SLA,6/8/2023 6:29:54,6/7/2023 19:55:28,Within SLA,6/8/2023 7:34:22,0.23,1.77,37.43,10.57,37.42,11.65,49.07,Tuesday,6,No,1,2,Good,Good,Good
2287,Closed,Medium,Email,Feature request,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Spain,39.67337,-4.767726,6/6/2023 13:23:19,6/6/2023 14:23:19,6/6/2023 13:35:02,Within SLA,6/8/2023 13:23:19,6/7/2023 12:50:56,Within SLA,6/13/2023 10:43:19,11.71,48.29,23.46,24.54,23.27,141.87,165.33,Tuesday,13,No,3,5,Good,Good,Good
2288,Resolved,Low,Chat,Product setup,Other,Tier 2,2nd line support,Michele Whyatt,Austria,47.6964719,13.3457347,6/6/2023 11:06:41,6/6/2023 11:08:41,6/6/2023 11:06:53,Within SLA,6/7/2023 11:06:41,6/7/2023 5:14:52,Within SLA,,0.19,1.81,18.14,5.86,18.13,,,Tuesday,11,No,8,,Good,Good,N/A
2289,Closed,Medium,Chat,Pricing and Licensing,Custom software development,Tier 1,1st line support,Bernard Beckley,Poland,52.536273,19.050639,6/7/2023 19:00:40,6/7/2023 19:02:40,6/7/2023 19:02:11,Within SLA,6/8/2023 19:00:40,6/8/2023 15:23:14,Within SLA,6/12/2023 19:42:19,1.52,0.48,20.38,3.62,20.35,100.32,120.69,Wednesday,19,No,4,4,Good,Good,Good
2290,Resolved,Low,Email,Pricing and Licensing,Custom software development,Tier 1,1st line support,Connor Danielovitch,Bulgaria,42.7249925,25.4833039,6/7/2023 18:11:08,6/7/2023 19:11:08,6/7/2023 18:34:10,Within SLA,6/9/2023 18:11:08,6/7/2023 19:13:20,Within SLA,,23.03,36.97,1.04,46.96,0.65,,,Wednesday,18,No,3,,Good,Good,N/A
2291,Closed,Medium,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Nicola Wane,Czech Republic,49.8037633,15.4749126,6/7/2023 20:16:46,6/7/2023 21:16:46,6/8/2023 3:57:38,SLA Violated,6/9/2023 20:16:46,6/8/2023 3:43:35,Within SLA,6/10/2023 16:33:20,460.87,-400.87,7.45,40.55,-0.23,60.83,68.28,Wednesday,20,No,1,4,Good,Good,Good
2293,Closed,Low,Email,Purchasing and invoicing,Other,Tier 2,2nd line support,Adolpho Messingham,France,48.864716,2.349014,6/7/2023 14:19:45,6/7/2023 15:19:45,6/7/2023 15:09:43,Within SLA,6/9/2023 14:19:45,6/7/2023 19:33:40,Within SLA,6/11/2023 4:53:52,49.96,10.04,5.23,42.77,4.4,81.34,86.57,Wednesday,14,No,3,5,Good,Good,Good
2294,In progress,Medium,Chat,Product setup,Training and Consulting Services,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,6/7/2023 20:19:54,6/7/2023 20:21:54,6/7/2023 20:21:30,Within SLA,6/8/2023 20:19:54,,SLA Violated,,1.61,0.39,,,,,,Wednesday,20,No,9,,Good,N/A,N/A
2295,In progress,Low,Chat,Product setup,Other,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,6/7/2023 10:55:09,6/7/2023 10:57:09,6/7/2023 10:56:35,Within SLA,6/8/2023 10:55:09,,SLA Violated,,1.44,0.56,,,,,,Wednesday,10,No,6,,Good,N/A,N/A
2296,Resolved,Low,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,6/7/2023 11:43:39,6/7/2023 12:43:39,6/7/2023 12:37:01,Within SLA,6/9/2023 11:43:39,6/7/2023 18:16:20,Within SLA,,53.37,6.63,6.54,41.46,5.66,,,Wednesday,11,No,7,,Good,Good,N/A
2297,Resolved,High,Chat,Pricing and licensing,Other,Tier 1,1st line support,Nicola Wane,Czech Republic,49.8037633,15.4749126,6/7/2023 0:04:06,6/7/2023 0:06:06,6/7/2023 0:04:11,Within SLA,6/8/2023 0:04:06,6/7/2023 6:54:05,Within SLA,,0.09,1.91,6.83,17.17,6.83,,,Wednesday,0,No,6,,Good,Good,N/A
2298,In progress,Low,Email,Purchasing and invoicing,Custom software development,Tier 2,2nd line support,Michele Whyatt,Poland,52.536273,19.050639,6/7/2023 2:16:11,6/7/2023 3:16:11,6/7/2023 3:03:18,Within SLA,6/9/2023 2:16:11,,SLA Violated,,47.12,12.88,,,,,,Wednesday,2,No,3,,Good,N/A,N/A
2299,Closed,High,Email,Product setup,Custom software development,Tier 2,2nd line support,Heather Urry,Germany,51.165691,10.451526,6/8/2023 15:54:13,6/8/2023 16:54:13,6/8/2023 16:20:51,Within SLA,6/10/2023 15:54:13,6/10/2023 1:10:01,Within SLA,6/14/2023 13:40:06,26.63,33.37,33.26,14.74,32.82,108.5,141.76,Thursday,15,No,1,4,Good,Good,Good
2300,Closed,Low,Email,Feature request,Custom software development,Tier 2,2nd line support,Adolpho Messingham,Bulgaria,42.7249925,25.4833039,6/8/2023 3:34:17,6/8/2023 4:34:17,6/8/2023 3:44:09,Within SLA,6/10/2023 3:34:17,6/9/2023 5:49:32,Within SLA,6/10/2023 3:47:09,9.86,50.14,26.25,21.75,26.09,21.96,48.21,Thursday,3,No,1,2,Good,Good,Good
2301,Closed,Medium,Email,Feature request,Custom software development,Tier 1,1st line support,Bernard Beckley,Republic of Ireland,53.094024,-8.019675,6/8/2023 16:52:30,6/8/2023 17:52:30,6/8/2023 17:48:39,Within SLA,6/10/2023 16:52:30,6/14/2023 4:55:54,SLA Violated,6/16/2023 0:03:37,56.14,3.86,132.06,-84.06,131.12,43.13,175.19,Thursday,16,No,3,4,Good,Good,Good
2302,In progress,Low,Chat,Pricing and Licensing,Custom software development,Tier 1,1st line support,Connor Danielovitch,France,48.864716,2.349014,6/8/2023 0:17:24,6/8/2023 0:19:24,6/8/2023 0:18:03,Within SLA,6/9/2023 0:17:24,,SLA Violated,,0.64,1.36,,,,,,Thursday,0,No,8,,Good,N/A,N/A
2304,In progress,Low,Email,Pricing and Licensing,Custom software development,Tier 1,1st line support,Nicola Wane,United Kingdom,55.378052,-3.435973,6/9/2023 20:18:40,6/9/2023 21:18:40,6/9/2023 21:00:30,Within SLA,6/11/2023 20:18:40,,SLA Violated,,41.83,18.17,,,,,,Friday,20,No,1,,Good,N/A,N/A
2305,Closed,Low,Email,Pricing and licensing,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,6/9/2023 15:57:03,6/9/2023 16:57:03,6/9/2023 16:12:31,Within SLA,6/11/2023 15:57:03,6/11/2023 11:37:38,Within SLA,6/11/2023 7:11:25,15.46,44.54,43.68,4.32,43.42,-4.44,39.24,Friday,15,No,10,5,Good,Good,Bad
2306,Closed,Low,Chat,Product setup,Custom software development,Tier 2,2nd line support,Heather Urry,Italy,43.036776,12.678565,6/9/2023 23:12:15,6/9/2023 23:14:15,6/9/2023 23:13:57,Within SLA,6/10/2023 23:12:15,6/10/2023 2:15:40,Within SLA,6/14/2023 9:57:36,1.71,0.29,3.06,20.94,3.03,103.7,106.76,Friday,23,No,7,3,Good,Good,Good
2307,In progress,High,Email,Bug report,Ready to use Software,Tier 2,2nd line support,Adolpho Messingham,Austria,47.6964719,13.3457347,6/9/2023 0:30:42,6/9/2023 1:30:42,6/9/2023 0:36:53,Within SLA,6/11/2023 0:30:42,,SLA Violated,,6.19,53.81,,,,,,Friday,0,No,2,,Good,N/A,N/A
2309,Closed,Low,Chat,Bug report,Custom software development,Tier 2,2nd line support,Adolpho Messingham,Greece,39.368279,21.863141,6/9/2023 15:51:47,6/9/2023 15:53:47,6/9/2023 15:54:22,SLA Violated,6/10/2023 15:51:47,6/10/2023 0:04:18,Within SLA,6/9/2023 22:14:11,2.59,-0.59,8.21,15.79,8.17,-1.84,6.37,Friday,15,No,3,3,Good,Good,Bad
2310,Closed,Low,Chat,Bug report,Training and Consulting Services,Tier 1,1st line support,Connor Danielovitch,Germany,51.165691,10.451526,6/9/2023 13:39:42,6/9/2023 13:41:42,6/9/2023 13:41:25,Within SLA,6/10/2023 13:39:42,6/9/2023 16:01:08,Within SLA,6/13/2023 20:23:01,1.72,0.28,2.36,21.64,2.33,100.36,102.72,Friday,13,No,60,3,Good,Good,Good
2311,Closed,High,Email,Pricing and Licensing,Custom software development,Tier 1,1st line support,Kristos Westoll,Republic of Ireland,53.094024,-8.019675,6/9/2023 15:21:40,6/9/2023 16:21:40,6/9/2023 15:37:05,Within SLA,6/11/2023 15:21:40,6/10/2023 1:55:26,Within SLA,6/11/2023 23:11:13,15.42,44.58,10.56,37.44,10.31,45.26,55.83,Friday,15,No,1,5,Good,Good,Good
2313,In progress,Low,Email,Pricing and Licensing,Custom software development,Tier 1,1st line support,Kristos Westoll,Austria,47.6964719,13.3457347,6/10/2023 3:28:37,6/10/2023 4:28:37,6/10/2023 3:36:28,Within SLA,6/12/2023 3:28:37,,SLA Violated,,7.85,52.15,,,,,,Saturday,3,Yes,10,,Good,N/A,N/A
2321,Resolved,Medium,Chat,Product setup,Ready to use Software,Tier 2,2nd line support,Heather Urry,France,48.864716,2.349014,6/10/2023 5:14:08,6/10/2023 5:16:08,6/10/2023 5:15:57,Within SLA,6/11/2023 5:14:08,6/10/2023 16:07:45,Within SLA,,1.82,0.18,10.89,13.11,10.86,,,Saturday,5,Yes,6,,Good,Good,N/A
2322,Resolved,Low,Chat,Feature request,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,France,48.864716,2.349014,6/10/2023 15:57:39,6/10/2023 15:59:39,6/10/2023 15:59:34,Within SLA,6/11/2023 15:57:39,6/11/2023 10:32:41,Within SLA,,1.92,0.08,18.58,5.42,18.55,,,Saturday,15,Yes,5,,Good,Good,N/A
2323,Closed,Low,Email,Product setup,Training and Consulting Services,Tier 2,2nd line support,Heather Urry,France,48.864716,2.349014,6/10/2023 2:58:45,6/10/2023 3:58:45,6/10/2023 10:20:29,SLA Violated,6/12/2023 2:58:45,6/11/2023 15:01:23,Within SLA,6/16/2023 15:31:34,441.73,-381.73,36.04,11.96,28.68,120.5,156.55,Saturday,2,Yes,2,5,Good,Good,Good
2324,Resolved,High,Phone,Product setup,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,Czech Republic,49.8037633,15.4749126,6/10/2023 3:37:03,6/10/2023 3:39:03,6/10/2023 3:38:59,Within SLA,6/12/2023 3:37:03,6/10/2023 9:37:16,Within SLA,,1.93,0.07,6,42,5.97,,,Saturday,3,Yes,1,,Good,Good,N/A
2325,Resolved,Low,Email,Pricing and licensing,Ready to use Software,Tier 2,2nd line support,Heather Urry,Slovenia,46.1491664,14.9860106,6/11/2023 17:44:56,6/11/2023 18:44:56,6/11/2023 18:11:39,Within SLA,6/13/2023 17:44:56,6/13/2023 4:25:03,Within SLA,,26.71,33.29,34.67,13.33,34.22,,,Sunday,17,Yes,8,,Good,Good,N/A
2332,Closed,Medium,Chat,Pricing and licensing,Other,Tier 1,1st line support,Connor Danielovitch,Poland,52.536273,19.050639,6/12/2023 18:07:44,6/12/2023 18:09:44,6/12/2023 18:09:43,Within SLA,6/13/2023 18:07:44,6/12/2023 23:16:38,Within SLA,6/15/2023 5:04:28,1.98,0.02,5.15,18.85,5.12,53.8,58.95,Monday,18,No,6,4,Good,Good,Good
2333,Closed,Low,Chat,Purchasing and invoicing,Ready to use Software,Tier 2,2nd line support,Adolpho Messingham,Greece,39.368279,21.863141,6/12/2023 8:43:13,6/12/2023 8:45:13,6/12/2023 8:44:40,Within SLA,6/13/2023 8:43:13,6/13/2023 6:10:37,Within SLA,6/15/2023 23:36:06,1.46,0.54,21.46,2.54,21.43,65.42,86.88,Monday,8,No,6,1,Good,Good,Good
2334,Resolved,Low,Chat,Pricing and licensing,Ready to use Software,Tier 2,2nd line support,Michele Whyatt,Spain,39.67337,-4.767726,6/12/2023 18:04:14,6/12/2023 18:06:14,6/12/2023 18:05:44,Within SLA,6/13/2023 18:04:14,6/16/2023 6:26:09,SLA Violated,,1.51,0.49,84.37,-60.37,84.34,,,Monday,18,No,4,,Good,Good,N/A
2335,Closed,Low,Email,Bug report,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Republic of Ireland,53.094024,-8.019675,6/12/2023 14:05:37,6/12/2023 15:05:37,6/12/2023 14:16:41,Within SLA,6/14/2023 14:05:37,6/13/2023 19:56:43,Within SLA,6/18/2023 11:38:56,11.06,48.94,29.85,18.15,29.67,111.7,141.56,Monday,14,No,3,5,Good,Good,Good
2336,In progress,Low,Email,Purchasing and invoicing,Other,Tier 1,1st line support,Nicola Wane,United Kingdom,55.378052,-3.435973,6/12/2023 4:41:42,6/12/2023 5:41:42,6/12/2023 5:32:53,Within SLA,6/14/2023 4:41:42,,SLA Violated,,51.18,8.82,,,,,,Monday,4,No,1,,Good,N/A,N/A
2337,In progress,Low,Chat,Feature request,Ready to use Software,Tier 2,2nd line support,Adolpho Messingham,Czech Republic,49.8037633,15.4749126,6/12/2023 20:04:14,6/12/2023 20:06:14,6/12/2023 20:05:32,Within SLA,6/13/2023 20:04:14,,SLA Violated,,1.31,0.69,,,,,,Monday,20,No,3,,Good,N/A,N/A
2338,Resolved,Low,Chat,Purchasing and invoicing,Other,Tier 1,1st line support,Sheela Cutten,United Kingdom,55.378052,-3.435973,6/12/2023 17:39:34,6/12/2023 17:41:34,6/12/2023 17:41:15,Within SLA,6/13/2023 17:39:34,6/13/2023 10:42:42,Within SLA,,1.69,0.31,17.05,6.95,17.02,,,Monday,17,No,5,,Good,Good,N/A
2339,Closed,Low,Email,Pricing and licensing,Custom software development,Tier 2,2nd line support,Adolpho Messingham,United Kingdom,55.378052,-3.435973,6/12/2023 2:59:16,6/12/2023 3:59:16,6/12/2023 3:54:00,Within SLA,6/14/2023 2:59:16,6/13/2023 7:09:26,Within SLA,6/16/2023 17:07:12,54.74,5.26,28.17,19.83,27.26,81.96,110.13,Monday,2,No,8,3,Good,Good,Good
2340,Closed,Medium,Email,Pricing and licensing,Custom software development,Tier 2,2nd line support,Heather Urry,Italy,43.036776,12.678565,6/13/2023 11:58:37,6/13/2023 12:58:37,6/13/2023 12:28:39,Within SLA,6/15/2023 11:58:37,6/14/2023 19:51:19,Within SLA,6/14/2023 2:08:27,30.03,29.97,31.88,16.12,31.38,-17.71,14.16,Tuesday,11,No,9,2,Good,Good,Bad
2341,Resolved,High,Chat,Feature request,Other,Tier 2,2nd line support,Adolpho Messingham,Italy,43.036776,12.678565,6/13/2023 15:33:31,6/13/2023 15:35:31,6/13/2023 15:35:16,Within SLA,6/14/2023 15:33:31,6/13/2023 19:30:08,Within SLA,,1.74,0.26,3.94,20.06,3.91,,,Tuesday,15,No,60,,Good,Good,N/A
2342,Closed,Low,Email,Feature request,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Germany,51.165691,10.451526,6/13/2023 7:16:46,6/13/2023 8:16:46,6/13/2023 10:44:37,SLA Violated,6/15/2023 7:16:46,6/14/2023 18:46:17,Within SLA,6/16/2023 20:37:15,207.85,-147.85,35.49,12.51,32.03,49.85,85.34,Tuesday,7,No,2,4,Good,Good,Good
2343,Closed,High,Email,Purchasing and invoicing,Custom software development,Tier 1,1st line support,Kristos Westoll,Greece,39.368279,21.863141,6/13/2023 8:41:04,6/13/2023 9:41:04,6/13/2023 9:30:05,Within SLA,6/15/2023 8:41:04,6/15/2023 16:27:17,SLA Violated,6/16/2023 17:08:40,49.02,10.98,55.77,-7.77,54.95,24.69,80.46,Tuesday,8,No,3,5,Good,Good,Good
2344,Closed,Low,Chat,Feature request,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Czech Republic,49.8037633,15.4749126,6/13/2023 17:13:06,6/13/2023 17:15:06,6/13/2023 17:14:24,Within SLA,6/14/2023 17:13:06,6/14/2023 14:51:07,Within SLA,6/18/2023 3:31:57,1.29,0.71,21.63,2.37,21.61,84.68,106.31,Tuesday,17,No,6,5,Good,Good,Good
2345,Closed,Low,Email,Product setup,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,France,48.864716,2.349014,6/13/2023 9:35:27,6/13/2023 10:35:27,6/13/2023 9:55:02,Within SLA,6/15/2023 9:35:27,6/14/2023 10:40:55,Within SLA,6/19/2023 7:46:46,19.58,40.42,25.09,22.91,24.76,117.1,142.19,Tuesday,9,No,3,4,Good,Good,Good
2346,Resolved,Low,Email,Product setup,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,Germany,51.165691,10.451526,6/13/2023 13:58:40,6/13/2023 14:58:40,6/13/2023 14:20:12,Within SLA,6/15/2023 13:58:40,6/14/2023 23:28:31,Within SLA,,21.53,38.47,33.5,14.5,33.14,,,Tuesday,13,No,9,,Good,Good,N/A
2347,Closed,Medium,Email,Bug report,Custom software development,Tier 1,1st line support,Kristos Westoll,Poland,52.536273,19.050639,6/13/2023 1:46:10,6/13/2023 2:46:10,6/13/2023 1:54:22,Within SLA,6/15/2023 1:46:10,6/13/2023 20:42:10,Within SLA,6/18/2023 15:49:33,8.21,51.79,18.93,29.07,18.8,115.12,134.06,Tuesday,1,No,8,4,Good,Good,Good
2348,Closed,Low,Chat,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Republic of Ireland,53.094024,-8.019675,6/14/2023 3:36:59,6/14/2023 3:38:59,6/14/2023 3:38:12,Within SLA,6/15/2023 3:36:59,6/15/2023 3:32:20,Within SLA,6/18/2023 17:18:26,1.22,0.78,23.92,0.08,23.9,85.77,109.69,Wednesday,3,No,3,4,Good,Good,Good
2349,Resolved,Low,Phone,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Nicola Wane,Germany,51.165691,10.451526,6/14/2023 5:05:18,6/14/2023 5:07:18,6/14/2023 5:10:53,SLA Violated,6/16/2023 5:05:18,6/15/2023 1:06:42,Within SLA,,5.59,-3.59,20.02,27.98,19.93,,,Wednesday,5,No,6,,Good,Good,N/A
2350,Resolved,Medium,Email,Feature request,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Germany,51.165691,10.451526,6/14/2023 14:13:32,6/14/2023 15:13:32,6/14/2023 15:01:12,Within SLA,6/16/2023 14:13:32,6/15/2023 4:54:37,Within SLA,,47.67,12.33,14.68,33.32,13.89,,,Wednesday,14,No,6,,Good,Good,N/A
